"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","IID"
"-0.0774494655205046","0.0430536967558299","-0.006402508348314","-0.0019715819058604","-0.0812307433615181","-0.0089258780381796","-0.0125671716977394","0.0015588064910236","-0.0300547162109067","-0.117170162780651","-0.0010898586851295","-0.0008580493666848","-0.0043609620959876","-0.0002677092595631","0.0195091723333983","-0.0024542200835172","0.0006350954159577","0.0001992659201177","0.0207938030634802","-0.0020851412700567","HGDP00448"
"-0.0768148223617742","0.0426635662608651","-0.0063028449362031","-0.0025799358135686","-0.0701572829189093","-0.0087939276585825","-0.0088926125466658","-0.0011262618975966","-0.025268237124969","-0.096013057341288","-5.12302951173698e-05","0.003821109774755","-0.003188931145586","0.0014599294589471","0.0171363360778331","0.0035758410524094","0.002242098341098","-0.0053087471781063","0.0560289799888081","-0.0023558216107212","HGDP00479"
"-0.0775246872588611","0.0430179059503433","-0.0065611087274294","-0.0028748240486612","-0.0730786710514936","-0.0099478713342804","-0.0105829988257529","5.51199498648139e-05","-0.028137747117542","-0.0990439599951464","0.0004747339552456","0.0007013080872597","-0.0054471207034006","0.0033465019250093","0.0152594377046785","-0.0025378665871807","-0.0033094025116889","-0.00077891484693","0.0609198687846862","0.0040506968785409","HGDP00985"
"-0.0762019750703435","0.0418411721983427","-0.0062553487529629","-0.0029512792988412","-0.0703945843361692","-0.0085238465541111","-0.0109378391065405","0.0022084329516776","-0.0227897268932446","-0.0875112161847642","-0.0009071750935435","0.0018039043842242","-0.0014767042863672","0.0010660823596936","0.0159892784499934","-0.0006853460920092","0.0024926573258442","-0.0033532215159281","0.0349437167355893","0.0022814822042803","HGDP01094"
"-0.0760799720818545","0.0428097623048493","-0.0053519127578197","-0.001568574297606","-0.136849091971306","-0.0222346043549254","-0.0263425441257535","0.0018058620408294","0.0582307441007111","0.180660476099543","-0.0010627032408854","0.0015746092802016","-0.0027253553798116","0.0142016116682209","0.0957887616525576","0.0118497416168125","-0.0112393807647351","0.0033467870012893","-0.0154482983231544","0.0049444207293938","HGDP00982"
"-0.0712312794495116","0.036122821854936","-0.0051416818810654","-0.0043931357300906","0.0836606367936125","0.011932402368402","0.0163037848886828","-0.0040114690425854","-0.0131069785637934","0.016704119370865","3.55010420550063e-05","-0.0006540604711965","0.0101428065034496","0.0007256923541328","-0.005028308838198","0.0559196434739245","-0.0345872878917518","0.0005404844328706","-0.0074358664635309","0.104890090201215","HGDP00911"
"-0.0722838051844581","0.0376989602741918","-0.0047492184319182","-0.0062617539891263","0.0831921382595054","0.0144139698367721","0.0181315405849545","-0.000898924423883","-0.0146015505302925","0.0226752375850395","-0.0007246385539527","-0.0005180552187844","0.009092325295135","-0.0018885256097523","0.0026054316421979","0.0481841152038213","-0.0426733579933993","0.0062023949679636","-0.0055051331123377","0.111268340394439","HGDP01202"
"-0.0745332090589053","0.0390040693344606","-0.0059025135905975","-0.0073156150087202","0.0791889138691436","0.0140735291454173","0.0190718643832533","-0.0004046417029843","-0.0180860951778929","0.0136874207694672","0.0009328319828041","0.0017397792120353","0.005334393384315","0.0046513307481035","0.0016505612307282","-0.0040897918661452","-0.0227843247385946","-0.0047264577512545","0.0106563749617667","-0.0651070515987995","HGDP00927"
"-0.0773433884251853","0.0433562884829768","-0.0070377840191468","-0.0017372775116766","-0.077891464008078","-0.0086395896623041","-0.0126596065087673","0.002217762096008","-0.0285631329772161","-0.106373827293334","4.25120500557702e-05","-0.0010926049145968","-0.0030668976843136","-0.0007209498902322","0.01862576289103","0.0049617068179632","0.0033260355047964","-0.0016112488020463","0.0495027229158261","-0.0059895345618093","HGDP00461"
"-0.0781005080868104","0.0431298780670243","-0.0067827823919696","-0.002008200415164","-0.0833840088739101","-0.0101556991011693","-0.0126553224800891","0.0025523669241104","-0.0387581260651074","-0.144700567143624","-0.0016428046412824","0.0030980231412328","-0.0027409317951036","0.0043582610720751","0.0334290438515024","0.0039616213748171","0.0014532517308404","0.0030525776321622","0.150337068333924","0.020965358309376","HGDP00451"
